#Benchmark1, Benchmark2, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, dtlb, itlb, bra_miss, l1_hit, l2_hit, l3_hit, mem_hit, cycles, instructions, cpi_smt, cpi_cmp, cpi_ratio
perlbench	wrf	5.29888e+08	1.87457e+07	5.93754e+09	5.69363e+11	4.77077e+09	1.18315e+09	5.80964e+08	1.06775e+12	2.10836e+12	3.9039e+08	891261	2.11811e+09	8.28775e+11	3.64025e+09	9.62347e+08	1.31552e+09	1.60118e+12	2.97748e+12	0.726846	0.552175	1.31633
perlbench	sphinx3	5.29888e+08	1.87457e+07	5.93754e+09	5.69363e+11	4.77077e+09	1.18315e+09	5.80964e+08	1.06775e+12	2.10836e+12	1.87649e+09	1.15717e+06	6.88771e+09	8.18618e+11	8.92939e+09	7.20931e+09	1.22023e+09	1.84361e+12	3.33088e+12	0.85293	0.557351	1.53033
perlbench	xalancbmk	5.29888e+08	1.87457e+07	5.93754e+09	5.69363e+11	4.77077e+09	1.18315e+09	5.80964e+08	1.06775e+12	2.10836e+12	2.42021e+09	2.30077e+07	1.53264e+09	2.81449e+11	9.51542e+09	3.01374e+09	2.02529e+09	7.53976e+11	1.05842e+12	0.825619	0.810039	1.01923
bzip2	bzip2	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.876528	0.600835	1.45885
bzip2	gcc	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.11718e+09	5.37102e+06	2.1538e+09	2.15941e+11	4.0154e+09	2.85358e+09	2.58507e+09	9.17836e+11	1.1123e+12	0.859498	0.616449	1.39427
gcc	bzip2	1.11718e+09	5.37102e+06	2.1538e+09	2.15941e+11	4.0154e+09	2.85358e+09	2.58507e+09	9.17836e+11	1.1123e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.19508	0.875435	1.36513
bzip2	bwaves	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	5.84074e+08	93788	3.4429e+09	1.0688e+12	4.64109e+09	4.09733e+08	2.10891e+09	1.62017e+12	3.44079e+12	0.939771	0.719467	1.3062
bwaves	bzip2	5.84074e+08	93788	3.4429e+09	1.0688e+12	4.64109e+09	4.09733e+08	2.10891e+09	1.62017e+12	3.44079e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.748062	0.484386	1.54435
bzip2	gamess	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	9.62372e+06	770263	3.62547e+09	1.70969e+12	1.18638e+10	6.42535e+08	3.66837e+06	2.15554e+12	5.36731e+12	0.861671	0.596403	1.44478
gamess	bzip2	9.62372e+06	770263	3.62547e+09	1.70969e+12	1.18638e+10	6.42535e+08	3.66837e+06	2.15554e+12	5.36731e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.704148	0.40244	1.7497
bzip2	mcf	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.81665e+10	106445	3.41437e+09	5.77854e+10	7.94074e+09	1.20199e+10	1.19728e+10	1.18211e+12	3.14826e+11	1.07618	0.644752	1.66914
mcf	bzip2	1.81665e+10	106445	3.41437e+09	5.77854e+10	7.94074e+09	1.20199e+10	1.19728e+10	1.18211e+12	3.14826e+11	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	4.93968	4.15532	1.18876
bzip2	milc	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.88918e+09	123164	4.28763e+07	2.30096e+11	1.3938e+09	5.3816e+08	1.99867e+10	1.3894e+12	1.15693e+12	0.888288	0.662584	1.34064
milc	bzip2	1.88918e+09	123164	4.28763e+07	2.30096e+11	1.3938e+09	5.3816e+08	1.99867e+10	1.3894e+12	1.15693e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.63687	1.25304	1.30632
bzip2	zeusmp	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	4.42109e+09	242943	7.66489e+08	3.65325e+11	1.39834e+10	1.15707e+09	4.72124e+09	1.36809e+12	1.80904e+12	0.88258	0.630969	1.39877
zeusmp	bzip2	4.42109e+09	242943	7.66489e+08	3.65325e+11	1.39834e+10	1.15707e+09	4.72124e+09	1.36809e+12	1.80904e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.13745	0.753463	1.50963
bzip2	gromacs	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.80988e+07	407622	3.10372e+09	6.00449e+11	1.11585e+10	2.40762e+09	2.86718e+07	1.17174e+12	1.9619e+12	0.846165	0.606067	1.39616
gromacs	bzip2	1.80988e+07	407622	3.10372e+09	6.00449e+11	1.11585e+10	2.40762e+09	2.86718e+07	1.17174e+12	1.9619e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	0.87626	0.60224	1.455
bzip2	cactusADM	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	2.62557e+10	224551	3.78447e+07	1.33901e+12	8.94048e+09	4.28329e+09	3.68823e+09	2.40219e+12	2.71705e+12	0.81985	0.609278	1.34561
cactusADM	bzip2	2.62557e+10	224551	3.78447e+07	1.33901e+12	8.94048e+09	4.28329e+09	3.68823e+09	2.40219e+12	2.71705e+12	9.29047e+08	162719	1.61754e+10	6.55973e+11	7.12148e+09	7.39899e+09	1.54546e+08	1.38714e+12	2.37735e+12	1.4071	0.932665	1.50869
